"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","intro","joaff5","joagg5","joinc5","jonon4","jonon5","jorew4","jorew5","joself4","joself5","josex4","josex5","imgaff1","imgaff2","imgagg1","imgagg2","imginc1","imginc2","imgnon1","imgnon2","imgrew1","imgrew2","imgsex1","imgsex2","vidaff5","vidaff4","vidagg3","vidagg4","vidinc3","vidinc4","vidnon3","vidnon4","vidrew3","vidself3","vidsex3","vidsex2","attention_check","cheerfulness_1","cheerfulness_4","cheerfulness_5","cheerfulness_6","cheerfulness_7","cheerfulness_8","cheerfulness_9","cheerfulness_10","cheerfulness_11","cheerfulness_12","cheerfulness_13","cheerfulness_14","cheerfulness_15","cheerfulness_16","cheerfulness_17","cheerfulness_19","cheerfulness_20","cheerfulness_21","cheerfulness_23","cheerfulness_24","gender","age","techissues","vidaudCHECK","comment"
"2021-02-17 11:52:47","2021-02-17 12:04:04","0","IP-0.512620291002578","100","677","1","2021-02-17 12:04:05","ID0.2537573508821","","","","","51.25390625","0.5326995849609375","anonymous","EN","4","5","3","5","2","2","2","5","3","3","4","6","7","6","7","7","1","4","6","2","2","6","5","5","5","7","4","5","5","1","4","5","3","6","3","6","3","3","3","2","3","2","3","3","3","3","3","3","3","3","3","2","3","3","4","4","3","4","33","1","1",""
"2021-02-17 11:53:00","2021-02-17 12:04:23","0","IP0.62871974668857","100","682","1","2021-02-17 12:04:24","ID-0.0225920811659938","","","","","51.9049072265625","0.9185943603515625","anonymous","EN","4","2","5","5","2","1","2","5","3","5","5","3","5","5","6","1","1","2","1","3","5","5","6","5","3","5","4","4","3","3","3","2","4","5","2","4","3","3","4","2","4","3","4","4","3","4","4","4","4","4","3","4","4","4","4","3","3","4","33","1","1",""
"2021-02-17 11:54:46","2021-02-17 12:05:45","0","IP-0.740518602686588","100","659","1","2021-02-17 12:05:46","ID0.610599115458621","","","","","51.4022979736328125","0.045806884765625","anonymous","EN","4","3","5","1","1","1","3","4","2","2","3","4","3","2","2","2","6","5","2","1","2","2","5","2","1","4","3","6","5","5","6","6","4","4","2","4","3","2","2","3","2","2","2","2","3","3","3","2","2","3","3","2","2","2","2","2","2","4","37","1","1",""
"2021-02-17 11:57:37","2021-02-17 12:05:50","0","IP0.208872785519437","100","493","1","2021-02-17 12:05:51","ID-0.234213552012884","","","","","51.9049072265625","0.9185943603515625","anonymous","EN","4","1","2","1","1","1","1","1","1","1","1","1","2","1","1","2","1","1","5","1","2","1","1","1","1","1","1","4","1","1","1","2","1","1","1","1","3","3","4","3","4","3","4","4","4","3","4","3","3","4","4","3","4","4","4","4","4","4","24","1","1",""
"2021-02-17 11:58:17","2021-02-17 12:06:44","0","IP-0.57582256399673","100","507","1","2021-02-17 12:06:45","ID2.42799141465033","","","","","-37.8159027099609375","144.966888427734375","anonymous","EN","4","2","1","2","3","3","1","4","4","2","3","2","1","2","2","2","5","2","4","2","3","2","2","2","3","2","3","3","4","3","2","2","2","3","1","5","3","1","2","3","2","4","2","3","3","3","4","2","4","3","3","4","2","3","3","4","3","4","26","1","1",""
"2021-02-17 11:59:15","2021-02-17 12:07:03","0","IP0.513280915702512","100","468","1","2021-02-17 12:07:04","ID-0.298204479360206","","","","","53.789398193359375","-2.57550048828125","anonymous","EN","4","3","4","5","1","3","6","5","2","4","2","4","7","5","7","2","6","5","6","5","5","3","5","7","1","5","5","1","2","5","6","2","5","2","1","2","3","4","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","4","49","1","1",""
"2021-02-17 11:59:30","2021-02-17 12:07:04","0","IP2.24190606322912","100","454","1","2021-02-17 12:07:04","ID-0.327227369303414","","","","","52.7050018310546875","-2.443206787109375","anonymous","EN","4","4","5","4","3","3","3","2","2","3","5","4","3","4","3","2","2","1","4","2","3","5","5","3","2","5","6","5","3","4","6","5","3","3","3","4","3","2","2","3","2","2","2","3","3","3","3","2","2","3","3","3","2","2","3","3","2","4","33","1","1",""
"2021-02-17 12:01:08","2021-02-17 12:08:20","0","IP-0.0517945506675427","100","431","1","2021-02-17 12:08:20","ID-0.120843081621083","","","","","52.9832000732421875","-1.961700439453125","anonymous","EN","4","2","3","5","2","3","1","3","4","1","2","4","4","5","2","5","4","1","5","2","1","2","3","3","4","4","5","2","1","3","2","5","3","2","2","4","3","2","2","3","2","2","2","3","3","3","3","2","4","3","3","2","3","3","3","2","2","5","21","1","1",""
"2021-02-17 11:58:17","2021-02-17 12:08:31","0","IP-0.47032310472108","100","613","1","2021-02-17 12:08:31","ID1.11259413299966","","","","","53.7541961669921875","-2.8300933837890625","anonymous","EN","4","1","3","2","1","5","1","7","1","6","1","6","3","6","3","4","7","4","1","1","6","7","7","1","1","1","1","1","2","1","4","4","1","1","1","7","3","2","3","2","1","2","2","2","3","3","3","2","2","3","3","1","2","2","4","1","1","4","52","1","1",""
"2021-02-17 12:02:28","2021-02-17 12:10:32","0","IP0.802764556655839","100","484","1","2021-02-17 12:10:33","ID-0.905623042017993","","","","","53.54949951171875","-2.765899658203125","anonymous","EN","4","1","1","1","1","1","1","2","1","1","2","1","2","1","1","1","5","4","1","1","3","2","1","2","1","2","3","3","2","1","2","3","1","2","2","6","3","2","3","4","2","3","3","4","2","3","3","3","3","3","2","3","3","3","3","2","2","4","40","1","1",""
"2021-02-17 12:03:12","2021-02-17 12:11:15","0","IP-0.406732394160873","100","483","1","2021-02-17 12:11:16","ID-0.964789579028249","","","","","53.4235992431640625","-2.3112945556640625","anonymous","EN","4","4","7","5","7","7","1","7","1","6","7","7","6","5","3","4","4","4","1","1","1","7","5","1","4","4","4","5","7","7","1","4","7","3","5","3","1","3","4","4","4","4","3","4","4","4","4","4","3","4","4","4","3","3","4","4","4","4","41","1","1",""
"2021-02-17 12:01:32","2021-02-17 12:11:20","0","IP-0.931914605860132","100","588","1","2021-02-17 12:11:20","ID-1.28711494119605","","","","","50.8058013916015625","-0.389801025390625","anonymous","EN","4","6","3","5","1","5","2","6","1","1","6","5","1","7","5","1","6","3","1","1","2","5","6","3","2","6","4","1","3","4","1","4","1","1","1","6","3","3","3","3","3","3","3","3","4","3","3","3","3","4","4","3","3","3","3","3","3","4","32","1","1",""
"2021-02-17 11:54:04","2021-02-17 12:11:34","0","IP-0.164681997345882","100","1050","1","2021-02-17 12:11:35","ID0.0971330603524014","","","","","52.478302001953125","-0.7136993408203125","anonymous","EN","4","7","4","5","5","7","1","3","1","6","4","1","1","2","2","2","4","3","1","1","7","1","6","1","1","6","1","6","4","7","1","2","2","1","1","7","3","3","3","4","4","4","2","2","4","4","4","3","4","4","4","4","3","2","2","2","1","5","39","1","1","Thanks for the seinfeld video. I know what i'm doing tonight"
"2021-02-17 12:03:01","2021-02-17 12:11:55","0","IP-0.547649287441355","100","533","1","2021-02-17 12:11:56","ID1.46974225698069","","","","","51.864593505859375","-4.263397216796875","anonymous","EN","4","1","3","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","2","1","1","2","1","1","1","1","3","3","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","2","1","5","45","1","1",""
"2021-02-17 12:00:08","2021-02-17 12:11:56","0","IP-0.706228795848038","100","708","1","2021-02-17 12:11:57","ID0.71242644915586","","","","","37.0695037841796875","-8.1006011962890625","anonymous","EN","4","1","7","5","1","1","1","1","1","6","5","4","6","6","7","1","2","2","5","1","2","6","4","6","1","1","1","6","5","6","7","1","1","1","3","4","3","3","4","4","3","4","2","4","4","3","4","3","4","4","4","3","3","3","4","4","3","4","43","1","1",""
"2021-02-17 12:01:11","2021-02-17 12:12:17","0","IP0.441051959165894","100","666","1","2021-02-17 12:12:17","ID-2.27317908456964","","","","","51.721893310546875","0.4810943603515625","anonymous","EN","4","5","5","5","1","2","3","5","2","2","4","6","5","4","5","5","2","4","5","2","5","6","6","5","1","6","6","4","5","5","1","5","1","1","4","5","3","2","2","3","3","2","2","2","2","2","2","2","2","4","3","2","3","2","2","2","2","4","53","1","1",""
"2021-02-17 12:00:23","2021-02-17 12:12:31","0","IP-1.40856440580105","100","727","1","2021-02-17 12:12:31","ID-0.459568986519621","","","","","49.94110107421875","-97.05780029296875","anonymous","EN","4","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","4","1","1","1","1","1","1","3","2","2","4","2","2","2","2","4","2","4","2","3","3","3","2","2","2","3","3","2","5","38","1","1","just never found meme's and tik toks that funny. Need some robin williams or gabriel iglesias :)"
"2021-02-17 12:03:49","2021-02-17 12:12:51","0","IP0.592060932442061","100","541","1","2021-02-17 12:12:51","ID0.353009778717811","","","","","51.42999267578125","-0.0491943359375","anonymous","EN","4","1","1","2","1","2","2","1","2","1","3","4","1","3","1","1","1","1","7","5","1","2","1","1","2","2","2","5","1","1","2","3","1","1","1","4","3","2","4","4","3","4","4","4","4","3","4","4","3","4","3","3","3","4","3","4","3","4","27","1","1",""
"2021-02-17 12:02:28","2021-02-17 12:13:30","0","IP-0.648592116067477","100","662","1","2021-02-17 12:13:30","ID1.11472424724026","","","","","52.16949462890625","20.8076019287109375","anonymous","EN","4","2","3","6","2","2","1","4","5","5","2","5","3","7","4","4","1","5","5","1","4","3","2","5","2","4","4","4","6","3","3","5","7","6","2","3","3","4","4","4","3","4","3","3","4","4","4","3","3","4","4","4","3","3","4","4","3","4","23","1","1",""
"2021-02-17 12:06:18","2021-02-17 12:13:52","0","IP1.03516267495563","100","453","1","2021-02-17 12:13:52","ID1.09761978604472","","","","","52.6493988037109375","-1.12030029296875","anonymous","EN","4","1","2","1","1","1","1","5","1","1","6","1","5","1","4","1","3","1","3","1","1","1","4","2","1","1","2","2","1","5","1","3","1","1","1","3","3","2","2","3","3","2","2","3","2","2","3","2","2","3","3","2","2","2","2","2","2","5","48","1","1",""
"2021-02-17 11:55:09","2021-02-17 12:13:59","0","IP0.717922654261335","100","1130","1","2021-02-17 12:14:00","ID-0.1818038929913","","","","","51.781494140625","-0.0348052978515625","anonymous","EN","4","4","6","7","3","2","4","5","3","3","6","5","4","7","5","4","3","3","5","1","1","5","1","5","5","5","5","6","5","5","2","3","1","1","4","7","3","4","4","4","4","4","4","4","3","4","4","3","2","4","3","3","4","3","3","2","3","5","68","1","1","Nice way to spend 15 mins a get paid for it"
"2021-02-17 12:01:15","2021-02-17 12:14:08","0","IP-1.53648582674882","100","773","1","2021-02-17 12:14:09","ID0.340519143380235","","","","","52.106292724609375","-2.5928955078125","anonymous","EN","4","2","5","2","1","3","4","6","1","1","5","5","5","4","5","1","6","5","4","1","4","3","6","5","1","3","7","6","6","5","2","5","2","2","1","6","3","3","3","3","3","3","3","3","4","4","3","3","3","4","4","3","3","3","4","3","3","4","41","1","1",""
"2021-02-17 12:01:35","2021-02-17 12:14:42","0","IP1.68899171431775","100","786","1","2021-02-17 12:14:42","ID-0.0979060536329449","","","","","53.48089599609375","-2.237396240234375","anonymous","EN","4","4","4","1","1","1","5","1","1","1","1","1","1","6","4","4","5","3","1","1","1","2","6","5","1","5","5","1","4","3","4","4","4","4","1","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","2","3","3","3","3","3","4","41","1","1",""
"2021-02-17 12:00:46","2021-02-17 12:15:49","0","IP1.63995049782494","100","903","1","2021-02-17 12:15:49","ID-1.82692540631091","","","","","51.8809051513671875","-2.1179046630859375","anonymous","EN","4","5","4","5","1","1","5","1","1","2","1","7","6","2","5","3","5","6","6","7","6","6","3","7","2","7","4","7","6","5","5","6","4","5","5","7","3","4","4","3","4","4","3","3","3","3","3","4","3","4","4","3","3","4","4","3","4","4","40","1","1",""
"2021-02-17 12:04:27","2021-02-17 12:15:56","0","IP0.135708211659956","100","688","1","2021-02-17 12:15:56","ID-1.66606760580372","","","","","53.365997314453125","-2.1708984375","anonymous","EN","4","2","2","2","1","3","3","1","1","2","1","1","1","1","1","1","5","1","1","2","1","3","1","1","1","1","1","3","1","2","4","2","1","1","1","3","3","2","3","3","3","3","2","3","3","3","3","3","3","2","3","3","2","3","3","3","2","5","43","1","1",""
"2021-02-17 11:55:04","2021-02-17 12:16:07","0","IP-2.23395288397426","100","1262","1","2021-02-17 12:16:08","ID-1.48452354537057","","","","","52.54510498046875","-1.8809967041015625","anonymous","EN","4","1","3","5","2","4","1","1","1","2","3","3","3","4","2","2","3","2","1","2","1","5","2","5","2","4","4","5","2","2","4","4","3","3","1","5","3","3","3","4","4","3","3","3","3","3","3","3","3","4","3","4","3","3","4","3","4","5","43","1","1",""
"2021-02-17 12:00:31","2021-02-17 12:16:18","0","IP-1.02462490140066","100","947","1","2021-02-17 12:16:19","ID0.172791810372797","","","","","51.252105712890625","-0.7295074462890625","anonymous","EN","4","5","5","6","3","2","4","6","1","6","6","6","6","5","5","4","7","5","5","2","5","3","5","4","1","6","4","4","4","4","3","7","4","1","1","6","3","3","2","3","4","3","3","3","3","4","3","3","3","3","3","3","2","3","3","4","3","4","39","1","1",""
"2021-02-17 12:03:14","2021-02-17 12:16:43","0","IP2.07315506627933","100","808","1","2021-02-17 12:16:43","ID-1.09443601092023","","","","","-33.651092529296875","19.4322052001953125","anonymous","EN","4","3","4","3","2","2","3","4","2","4","5","5","6","3","4","3","3","2","3","5","2","5","6","5","4","5","5","6","2","5","4","4","5","4","2","5","3","2","2","2","2","2","2","3","2","3","3","2","2","4","2","3","2","2","3","3","2","4","21","1","1",""
"2021-02-17 12:05:29","2021-02-17 12:16:59","0","IP1.54806202642814","100","689","1","2021-02-17 12:17:01","ID0.314526685705062","","","","","51.5749969482421875","0.41729736328125","anonymous","EN","4","3","2","2","2","2","3","4","1","2","2","2","5","4","4","1","4","4","6","2","2","4","2","2","1","5","3","4","5","1","1","2","1","2","2","5","3","3","3","3","3","3","3","3","3","3","3","3","3","4","3","2","3","3","3","2","3","4","40","1","1",""
